Mod:Item:MetaData, Localized Name
fossil:bone_unique_item:22, Confuciusornis Claw
fossil:bone_unique_item:23, Ichthyosaurus Sclerotic Ring
fossil:bone_unique_item:24, Henodus Shell
fossil:bone_unique_item:25, Dodo Wishbone
fossil:bone_unique_item:26, Gastornis Wishbone
fossil:bone_unique_item:27, Kelenken Wishbone
fossil:bone_unique_item:28, Phorusrhacos Wishbone
fossil:bone_unique_item:29, Titanis Wishbone
fossil:bone_unique_item:30, Mammoth Tusk
fossil:bone_unique_item:31, Smilodon Tooth
fossil:bone_unique_item:32, Quagga Tooth
fossil:bone_unique_item:33, Elasmotherium Horn
fossil:bone_unique_item:34, Megaloceros Antlers
fossil:bone_unique_item:35, Megalania Claw
fossil:bone_unique_item:36, Platybelodon Tusk
fossil:bone_unique_item:37, Tiktaalik Wrist
fossil:bone_unique_item:38, Crassigyrinus Tail Bone
fossil:bone_unique_item:39, Diplocaulus Tail Bone
fossil:bone_unique_item:40, Edaphosaurus Sail
fossil:bone_unique_item:41, Citipati Claw
fossil:bone_unique_item:42, Diplodocus Tail Bone
fossil:bone_unique_item:43, Ornitholestes Claw
fossil:bone_foot:0, Triceratops Foot
fossil:bone_foot:1, Velociraptor Foot
fossil:bone_foot:2, Tyrannosaurus Foot
fossil:bone_foot:3, Pteranodon Foot
fossil:bone_foot:4, Plesiosaurus Foot
fossil:bone_foot:5, Mosasaurus Foot
fossil:bone_foot:6, Stegosaurus Foot
fossil:bone_foot:7, Dilophosaurus Foot
fossil:bone_foot:8, Brachiosaurus Foot
fossil:bone_foot:9, Spinosaurus Foot
fossil:bone_foot:10, Compsognathus Foot
fossil:bone_foot:11, Ankylosaurus Foot
fossil:bone_foot:12, Pachycephalosaurus Foot
fossil:bone_foot:13, Deinonychus Foot
fossil:bone_foot:14, Gallimimus Foot
fossil:bone_foot:15, Liopleurodon Foot
fossil:bone_foot:16, Allosaurus Foot
fossil:bone_foot:17, Sarcosuchus Foot
fossil:bone_foot:18, Ceratosaurus Foot
fossil:bone_foot:19, Dryosaurus Foot
fossil:bone_foot:20, Therizinosaurus Foot
fossil:bone_foot:21, Parasaurolophus Foot
fossil:bone_foot:22, Confuciusornis Foot
fossil:bone_foot:23, Ichthyosaurus Foot
fossil:bone_foot:24, Henodus Foot
fossil:bone_foot:25, Dodo Foot
fossil:bone_foot:26, Gastornis Foot
fossil:bone_foot:27, Kelenken Foot
fossil:bone_foot:28, Phorusrhacos Foot
fossil:bone_foot:29, Titanis Foot
fossil:bone_foot:30, Mammoth Foot
fossil:bone_foot:31, Smilodon Foot
fossil:bone_foot:32, Quagga Foot
fossil:bone_foot:33, Elasmotherium Foot
fossil:bone_foot:34, Megaloceros Foot
fossil:bone_foot:35, Megalania Foot
fossil:bone_foot:36, Platybelodon Foot
fossil:bone_foot:37, Tiktaalik Foot
fossil:bone_foot:38, Crassigyrinus Foot
fossil:bone_foot:39, Diplocaulus Foot
fossil:bone_foot:40, Edaphosaurus Foot
fossil:bone_foot:41, Citipati Foot
fossil:bone_foot:42, Diplodocus Foot
fossil:bone_foot:43, Ornitholestes Foot
fossil:bone_skull:0, Triceratops Skull
fossil:bone_skull:1, Velociraptor Skull
fossil:bone_skull:2, Tyrannosaurus Skull
fossil:bone_skull:3, Pteranodon Skull
fossil:bone_skull:4, Plesiosaurus Skull
fossil:bone_skull:5, Mosasaurus Skull
fossil:bone_skull:6, Stegosaurus Skull
fossil:bone_skull:7, Dilophosaurus Skull
fossil:bone_skull:8, Brachiosaurus Skull
fossil:bone_skull:9, Spinosaurus Skull
fossil:bone_skull:10, Compsognathus Skull
fossil:bone_skull:11, Ankylosaurus Skull
fossil:bone_skull:12, Pachycephalosaurus Skull
fossil:bone_skull:13, Deinonychus Skull
fossil:bone_skull:14, Gallimimus Skull
fossil:bone_skull:15, Liopleurodon Skull
fossil:bone_skull:16, Allosaurus Skull
fossil:bone_skull:17, Sarcosuchus Skull
fossil:bone_skull:18, Ceratosaurus Skull
fossil:bone_skull:19, Dryosaurus Skull
fossil:bone_skull:20, Therizinosaurus Skull
fossil:bone_skull:21, Parasaurolophus Skull
fossil:bone_skull:22, Confuciusornis Skull
fossil:bone_skull:23, Ichthyosaurus Skull
fossil:bone_skull:24, Henodus Skull
fossil:bone_skull:25, Dodo Skull
fossil:bone_skull:26, Gastornis Skull
fossil:bone_skull:27, Kelenken Skull
fossil:bone_skull:28, Phorusrhacos Skull
fossil:bone_skull:29, Titanis Skull
fossil:bone_skull:30, Mammoth Skull
fossil:bone_skull:31, Smilodon Skull
fossil:bone_skull:32, Quagga Skull
fossil:bone_skull:33, Elasmotherium Skull
fossil:bone_skull:34, Megaloceros Skull
fossil:bone_skull:35, Megalania Skull
fossil:bone_skull:36, Platybelodon Skull
fossil:bone_skull:37, Tiktaalik Skull
fossil:bone_skull:38, Crassigyrinus Skull
fossil:bone_skull:39, Diplocaulus Skull
fossil:bone_skull:40, Edaphosaurus Skull
fossil:bone_skull:41, Citipati Skull
fossil:bone_skull:42, Diplodocus Skull
fossil:bone_skull:43, Ornitholestes Skull
fossil:bone_arm_bone:0, Triceratops Arm Bone
fossil:bone_arm_bone:1, Velociraptor Arm Bone
fossil:bone_arm_bone:2, Tyrannosaurus Arm Bone
fossil:bone_arm_bone:3, Pteranodon Arm Bone
fossil:bone_arm_bone:4, Plesiosaurus Arm Bone
fossil:bone_arm_bone:5, Mosasaurus Arm Bone
fossil:bone_arm_bone:6, Stegosaurus Arm Bone
fossil:bone_arm_bone:7, Dilophosaurus Arm Bone
fossil:bone_arm_bone:8, Brachiosaurus Arm Bone
fossil:bone_arm_bone:9, Spinosaurus Arm Bone
fossil:bone_arm_bone:10, Compsognathus Arm Bone
fossil:bone_arm_bone:11, Ankylosaurus Arm Bone
fossil:bone_arm_bone:12, Pachycephalosaurus Arm Bone
fossil:bone_arm_bone:13, Deinonychus Arm Bone
fossil:bone_arm_bone:14, Gallimimus Arm Bone
fossil:bone_arm_bone:15, Liopleurodon Arm Bone
fossil:bone_arm_bone:16, Allosaurus Arm Bone
fossil:bone_arm_bone:17, Sarcosuchus Arm Bone
fossil:bone_arm_bone:18, Ceratosaurus Arm Bone
fossil:bone_arm_bone:19, Dryosaurus Arm Bone
fossil:bone_arm_bone:20, Therizinosaurus Arm Bone
fossil:bone_arm_bone:21, Parasaurolophus Arm Bone
fossil:bone_arm_bone:22, Confuciusornis Arm Bone
fossil:bone_arm_bone:23, Ichthyosaurus Arm Bone
fossil:bone_arm_bone:24, Henodus Arm Bone
fossil:bone_arm_bone:25, Dodo Arm Bone
fossil:bone_arm_bone:26, Gastornis Arm Bone
fossil:bone_arm_bone:27, Kelenken Arm Bone
fossil:bone_arm_bone:28, Phorusrhacos Arm Bone
fossil:bone_arm_bone:29, Titanis Arm Bone
fossil:bone_arm_bone:30, Mammoth Arm Bone
fossil:bone_arm_bone:31, Smilodon Arm Bone
fossil:bone_arm_bone:32, Quagga Arm Bone
fossil:bone_arm_bone:33, Elasmotherium Arm Bone
fossil:bone_arm_bone:34, Megaloceros Arm Bone
fossil:bone_arm_bone:35, Megalania Arm Bone
fossil:bone_arm_bone:36, Platybelodon Arm Bone
fossil:bone_arm_bone:37, Tiktaalik Arm Bone
fossil:bone_arm_bone:38, Crassigyrinus Arm Bone
fossil:bone_arm_bone:39, Diplocaulus Arm Bone
fossil:bone_arm_bone:40, Edaphosaurus Arm Bone
fossil:bone_arm_bone:41, Citipati Arm Bone
fossil:bone_arm_bone:42, Diplodocus Arm Bone
fossil:bone_arm_bone:43, Ornitholestes Arm Bone
fossil:bone_ribcage:0, Triceratops Ribcage
fossil:bone_ribcage:1, Velociraptor Ribcage
fossil:bone_ribcage:2, Tyrannosaurus Ribcage
fossil:bone_ribcage:3, Pteranodon Ribcage
fossil:bone_ribcage:4, Plesiosaurus Ribcage
fossil:bone_ribcage:5, Mosasaurus Ribcage
fossil:bone_ribcage:6, Stegosaurus Ribcage
fossil:bone_ribcage:7, Dilophosaurus Ribcage
fossil:bone_ribcage:8, Brachiosaurus Ribcage
fossil:bone_ribcage:9, Spinosaurus Ribcage
fossil:bone_ribcage:10, Compsognathus Ribcage
fossil:bone_ribcage:11, Ankylosaurus Ribcage
fossil:bone_ribcage:12, Pachycephalosaurus Ribcage
fossil:bone_ribcage:13, Deinonychus Ribcage
fossil:bone_ribcage:14, Gallimimus Ribcage
fossil:bone_ribcage:15, Liopleurodon Ribcage
fossil:bone_ribcage:16, Allosaurus Ribcage
fossil:bone_ribcage:17, Sarcosuchus Ribcage
fossil:bone_ribcage:18, Ceratosaurus Ribcage
fossil:bone_ribcage:19, Dryosaurus Ribcage
fossil:bone_ribcage:20, Therizinosaurus Ribcage
fossil:bone_ribcage:21, Parasaurolophus Ribcage
fossil:bone_ribcage:22, Confuciusornis Ribcage
fossil:bone_ribcage:23, Ichthyosaurus Ribcage
fossil:bone_ribcage:24, Henodus Ribcage
fossil:bone_ribcage:25, Dodo Ribcage
fossil:bone_ribcage:26, Gastornis Ribcage
fossil:bone_ribcage:27, Kelenken Ribcage
fossil:bone_ribcage:28, Phorusrhacos Ribcage
fossil:bone_ribcage:29, Titanis Ribcage
fossil:bone_ribcage:30, Mammoth Ribcage
fossil:bone_ribcage:31, Smilodon Ribcage
fossil:bone_ribcage:32, Quagga Ribcage
fossil:bone_ribcage:33, Elasmotherium Ribcage
fossil:bone_ribcage:34, Megaloceros Ribcage
fossil:bone_ribcage:35, Megalania Ribcage
fossil:bone_ribcage:36, Platybelodon Ribcage
fossil:bone_ribcage:37, Tiktaalik Ribcage
fossil:bone_ribcage:38, Crassigyrinus Ribcage
fossil:bone_ribcage:39, Diplocaulus Ribcage
fossil:bone_ribcage:40, Edaphosaurus Ribcage
fossil:bone_ribcage:41, Citipati Ribcage
fossil:bone_ribcage:42, Diplodocus Ribcage
fossil:bone_ribcage:43, Ornitholestes Ribcage
fossil:bone_vertebrae:0, Triceratops Vertebrae
fossil:bone_vertebrae:1, Velociraptor Vertebrae
fossil:bone_vertebrae:2, Tyrannosaurus Vertebrae
fossil:bone_vertebrae:3, Pteranodon Vertebrae
fossil:bone_vertebrae:4, Plesiosaurus Vertebrae
fossil:bone_vertebrae:5, Mosasaurus Vertebrae
fossil:bone_vertebrae:6, Stegosaurus Vertebrae
fossil:bone_vertebrae:7, Dilophosaurus Vertebrae
fossil:bone_vertebrae:8, Brachiosaurus Vertebrae
fossil:bone_vertebrae:9, Spinosaurus Vertebrae
fossil:bone_vertebrae:10, Compsognathus Vertebrae
fossil:bone_vertebrae:11, Ankylosaurus Vertebrae
fossil:bone_vertebrae:12, Pachycephalosaurus Vertebrae
fossil:bone_vertebrae:13, Deinonychus Vertebrae
fossil:bone_vertebrae:14, Gallimimus Vertebrae
fossil:bone_vertebrae:15, Liopleurodon Vertebrae
fossil:bone_vertebrae:16, Allosaurus Vertebrae
fossil:bone_vertebrae:17, Sarcosuchus Vertebrae
fossil:bone_vertebrae:18, Ceratosaurus Vertebrae
fossil:bone_vertebrae:19, Dryosaurus Vertebrae
fossil:bone_vertebrae:20, Therizinosaurus Vertebrae
fossil:bone_vertebrae:21, Parasaurolophus Vertebrae
fossil:bone_vertebrae:22, Confuciusornis Vertebrae
fossil:bone_vertebrae:23, Ichthyosaurus Vertebrae
fossil:bone_vertebrae:24, Henodus Vertebrae
fossil:bone_vertebrae:25, Dodo Vertebrae
fossil:bone_vertebrae:26, Gastornis Vertebrae
fossil:bone_vertebrae:27, Kelenken Vertebrae
fossil:bone_vertebrae:28, Phorusrhacos Vertebrae
fossil:bone_vertebrae:29, Titanis Vertebrae
fossil:bone_vertebrae:30, Mammoth Vertebrae
fossil:bone_vertebrae:31, Smilodon Vertebrae
fossil:bone_vertebrae:32, Quagga Vertebrae
fossil:bone_vertebrae:33, Elasmotherium Vertebrae
fossil:bone_vertebrae:34, Megaloceros Vertebrae
fossil:bone_vertebrae:35, Megalania Vertebrae
fossil:bone_vertebrae:36, Platybelodon Vertebrae
fossil:bone_vertebrae:37, Tiktaalik Vertebrae
fossil:bone_vertebrae:38, Crassigyrinus Vertebrae
fossil:bone_vertebrae:39, Diplocaulus Vertebrae
fossil:bone_vertebrae:40, Edaphosaurus Vertebrae
fossil:bone_vertebrae:41, Citipati Vertebrae
fossil:bone_vertebrae:42, Diplodocus Vertebrae
fossil:bone_vertebrae:43, Ornitholestes Vertebrae
fossil:palm_door_item, Palaeoraphe Door
fossil:calamites_door_item, Calamites Door
fossil:sigillaria_door_item, Sigillaria Door
fossil:cordaites_door_item, Cordaites Door
fossil:pinkerton, Pinkerton
fossil:fossil, Fossil
fossil:amber_ore, Amber Ore
fossil:skull_block, Skull Block
fossil:skull_lantern, Skull Lantern
fossil:cultivate, Culture Vat
fossil:cultivate_active, Culture Vat
fossil:worktable, Archeology Workbench
fossil:worktable_active, Archeology Workbench
fossil:sifter, Sifter
fossil:sifter_active, Sifter
fossil:analyzer, Analyzer
fossil:analyzer_active, Analyzer
fossil:bubble_blower, Bubble Blower
fossil:feeder, Feeder
fossil:permafrost, Permafrost
fossil:iced_stone, Iced Stone
fossil:dense_sand, Dense Sand
fossil:strong_glass, Reinforced Glass
fossil:ancient_glass, Ancient Glass
fossil:slimetrail, Failuresaurus Trail
fossil:ancient_stone, Ancient Stone
fossil:ancient_stone_brick, Ancient Stone Brick
fossil:ancient_stone_stairs, Ancient Stone Stairs
fossil:ancient_stone_slab:0, Ancient Stone Slab
fossil:ancient_stone_slab_double:0, Ancient Stone Slab
fossil:volcanic_ash, Volcanic Ash
fossil:volcanic_brick, Volcanic Brick
fossil:volcanic_rock, Volcanic Rock
fossil:volcanic_stairs, Volcanic Stone Stairs
fossil:volcanic_slab_double:0, Volcanic Stone Slab
fossil:volcanic_slab:0, Volcanic Stone Slab
fossil:anu_portal, Mysterious Lair Portal
fossil:anu_statue, Anu Totem
fossil:home_portal, Overworld Portal
fossil:anubite_statue, Anubite Statue
fossil:ancient_chest, Ancient Treasure Chest
fossil:sarcophagus, Mysterious Sarcophagus
fossil:figurine:0, Pristine Steve Figurine
fossil:figurine:1, Pristine Skeleton Figurine
fossil:figurine:2, Pristine Zombie Figurine
fossil:figurine:3, Pristine Enderman Figurine
fossil:figurine:4, Pristine Zombie Pigman Figurine
fossil:figurine:5, Damaged Steve Figurine
fossil:figurine:6, Damaged Skeleton Figurine
fossil:figurine:7, Damaged Zombie Figurine
fossil:figurine:8, Damaged Enderman Figurine
fossil:figurine:9, Damaged Zombie Pigman Figurine
fossil:figurine:10, Broken Steve Figurine
fossil:figurine:11, Broken Skeleton Figurine
fossil:figurine:12, Broken Zombie Figurine
fossil:figurine:13, Broken Enderman Figurine
fossil:figurine:14, Broken Zombie Pigman Figurine
fossil:figurine:15, Mysterious Figurine
fossil:vase_amphora:0, Broken Amphora
fossil:vase_amphora:1, Restored Amphora
fossil:vase_amphora:2, Red Figure Amphora
fossil:vase_amphora:3, Black Figure Amphora
fossil:vase_amphora:4, Porcelain Amphora
fossil:vase_kylix:0, Broken Kylix
fossil:vase_kylix:1, Restored Kylix
fossil:vase_kylix:2, Red Figure Kylix
fossil:vase_kylix:3, Black Figure Kylix
fossil:vase_kylix:4, Porcelain Kylix
fossil:vase_volute:0, Broken Volute
fossil:vase_volute:1, Restored Volute
fossil:vase_volute:2, Red Figure Volute
fossil:vase_volute:3, Black Figure Volute
fossil:vase_volute:4, Porcelain Volute
fossil:time_machine, Time Machine
fossil:drum, Drum
fossil:tar, Tar
fossil:obsidian_spikes, Obsidian Spikes
fossil:palm_sapling, Palaeoraphe Sapling
fossil:palm_log, Palaeoraphe Log
fossil:palm_leaves, Palaeoraphe Leaves
fossil:palm_planks, Palaeoraphe Planks
fossil:palm_planks_slab_double:0, Palaeoraphe Planks Slab
fossil:palm_planks_slab:0, Palaeoraphe Planks Slab
fossil:palm_stairs, Palaeoraphe Planks Stairs
fossil:palm_fence, Palaeoraphe Fence
fossil:palm_fence_gate, Palaeoraphe Fence Gate
fossil:palm_door, Palaeoraphe Door
fossil:palm_trapdoor, Palaeoraphe Trapdoor
fossil:calamites_sapling, Calamites Sapling
fossil:calamites_log, Calamites Log
fossil:calamites_leaves, Calamites Leaves
fossil:calamites_planks, Calamites Planks
fossil:calamites_planks_slab_double:0, Calamites Planks Slab
fossil:calamites_planks_slab:0, Calamites Planks Slab
fossil:calamites_stairs, Calamites Planks Stairs
fossil:calamites_fence, Calamites Fence
fossil:calamites_fence_gate, Calamites Fence Gate
fossil:calamites_door, Calamites Door
fossil:calamites_trapdoor, Calamites Trapdoor
fossil:sigillaria_sapling, Sigillaria Sapling
fossil:sigillaria_log, Sigillaria Log
fossil:sigillaria_leaves, Sigillaria Leaves
fossil:sigillaria_planks, Sigillaria Planks
fossil:sigillaria_planks_slab_double:0, Sigillaria Planks Slab
fossil:sigillaria_planks_slab:0, Sigillaria Planks Slab
fossil:sigillaria_stairs, Sigillaria Planks Stairs
fossil:sigillaria_fence, Sigillaria Fence
fossil:sigillaria_fence_gate, Sigillaria Fence Gate
fossil:sigillaria_door, Sigillaria Door
fossil:sigillaria_trapdoor, Sigillaria Trapdoor
fossil:cordaites_sapling, Cordaites Sapling
fossil:cordaites_log, Cordaites Log
fossil:cordaites_leaves, Cordaites Leaves
fossil:cordaites_planks, Cordaites Planks
fossil:cordaites_planks_slab_double:0, Cordaites Planks Slab
fossil:cordaites_planks_slab:0, Cordaites Planks Slab
fossil:cordaites_stairs, Cordaites Planks Stairs
fossil:cordaites_fence, Cordaites Fence
fossil:cordaites_fence_gate, Cordaites Fence Gate
fossil:cordaites_door, Cordaites Door
fossil:cordaites_trapdoor, Cordaites Trapdoor
fossil:ancient_wood, Ancient Wood
fossil:ancient_wood_pillar, Ancient Wood Pillar
fossil:ancient_wood_plate, Ancient Wood Plate
fossil:ancient_wood_stairs, Ancient Wood Stairs
fossil:ancient_wood_slab_double:0, Ancient Wood Slab
fossil:ancient_wood_slab:0, Ancient Wood Slab
fossil:fern_block, Prehistoric Ferns
fossil:dillhoffia_flower, Dillhoffia Flower
fossil:sarracenia, Sarracenia
fossil:cephalotaxus, Cephalotaxus
fossil:licopodiophyta, Archaeosigillaria
fossil:foozia, Foozia
fossil:zamites, Zamites
fossil:bennettitales_small, Bennettitales
fossil:bennettitales_large, Tall Bennettitales
fossil:welwitschia, Welwitschia
fossil:horsetail_small, Horsetail
fossil:horsetail_large, Tall Horsetail
fossil:mutant_plant, Mutant Plant
fossil:tempskya, Tempskya
fossil:vaccinium, Vaccinium
fossil:osmunda, Osmunda
fossil:crataegus, Crataegus
fossil:florissantia, Florissantia
fossil:ependra, Ephedra
fossil:duisbergia, Duisbergia
fossil:dipteris, Dipteris
fossil:dictyophyllum, Dictyophyllum
fossil:sagenopteris, Sagenopteris
fossil:cyathea, Cyathea
fossil:fake_obsidian, Obsidian
fossil:pig_dna, Pig DNA
fossil:pig_syringe, Pig Embryo
fossil:cow_dna, Cow DNA
fossil:cow_syringe, Cow Embryo
fossil:sheep_dna, Sheep DNA
fossil:sheep_syringe, Sheep Embryo
fossil:horse_dna, Horse DNA
fossil:horse_syringe, Horse Embryo
fossil:donkey_dna, Donkey DNA
fossil:donkey_syringe, Donkey Embryo
fossil:chicken_dna, Chicken DNA
fossil:chicken_egg_cultivated, Cultivated Chicken Egg
fossil:parrot_dna, Parrot DNA
fossil:parrot_egg_cultivated, Cultivated Parrot Egg
fossil:polarbear_dna, Polar Bear DNA
fossil:polarbear_syringe, Polar Bear Embryo
fossil:rabbit_dna, Rabbit DNA
fossil:rabbit_syringe, Rabbit Embryo
fossil:llama_dna, Llama DNA
fossil:llama_syringe, Llama Embryo
fossil:nautilus_dna, Nautilus DNA
fossil:nautilus_egg:0, Nautilus Eggs
fossil:nautilus_fish:0, Nautilus
fossil:coelacanth_dna, Coelacanth DNA
fossil:coelacanth_egg:0, Coelacanth Eggs
fossil:coelacanth_fish:0, Coelacanth
fossil:coelacanth_cooked, Cooked Coelacanth
fossil:alligator_gar_dna, Alligator Gar DNA
fossil:alligator_gar_egg:0, Alligator Gar Eggs
fossil:alligator_gar_fish:0, Alligator Gar
fossil:alligator_gar_cooked, Cooked Alligator Gar
fossil:sturgeon_dna, Sturgeon DNA
fossil:sturgeon_egg:0, Sturgeon Eggs
fossil:sturgeon_fish:0, Sturgeon
fossil:sturgeon_cooked, Cooked Sturgeon
fossil:triceratops_dna, Triceratops DNA
fossil:triceratops_egg:0, Triceratops Egg
fossil:triceratops_meat, Triceratops Meat
fossil:triceratops_cooked, Cooked Triceratops Meat
fossil:velociraptor_dna, Velociraptor DNA
fossil:velociraptor_egg:0, Velociraptor Egg
fossil:velociraptor_meat, Velociraptor Meat
fossil:velociraptor_cooked, Cooked Velociraptor Meat
fossil:tyrannosaurus_dna, Tyrannosaurus DNA
fossil:tyrannosaurus_egg:0, Tyrannosaurus Egg
fossil:tyrannosaurus_meat, Tyrannosaurus Meat
fossil:tyrannosaurus_cooked, Cooked Tyrannosaurus Meat
fossil:pterosaur_dna, Pteranodon DNA
fossil:pterosaur_egg:0, Pteranodon Egg
fossil:pterosaur_meat, Pteranodon Meat
fossil:pterosaur_cooked, Cooked Pteranodon Meat
fossil:plesiosaur_dna, Plesiosaurus DNA
fossil:plesiosaur_egg:0, Plesiosaurus Sac
fossil:plesiosaur_meat, Plesiosaurus Meat
fossil:plesiosaur_cooked, Cooked Plesiosaurus Meat
fossil:mosasaurus_dna, Mosasaurus DNA
fossil:mosasaurus_egg:0, Mosasaurus Sac
fossil:mosasaurus_meat, Mosasaurus Meat
fossil:mosasaurus_cooked, Cooked Mosasaurus Meat
fossil:stegosaurus_dna, Stegosaurus DNA
fossil:stegosaurus_egg:0, Stegosaurus Egg
fossil:stegosaurus_meat, Stegosaurus Meat
fossil:stegosaurus_cooked, Cooked Stegosaurus Meat
fossil:dilophosaurus_dna, Dilophosaurus DNA
fossil:dilophosaurus_egg:0, Dilophosaurus Egg
fossil:dilophosaurus_meat, Dilophosaurus Meat
fossil:dilophosaurus_cooked, Cooked Dilophosaurus Meat
fossil:brachiosaurus_dna, Brachiosaurus DNA
fossil:brachiosaurus_egg:0, Brachiosaurus Egg
fossil:brachiosaurus_meat, Brachiosaurus Meat
fossil:brachiosaurus_cooked, Cooked Brachiosaurus Meat
fossil:spinosaurus_dna, Spinosaurus DNA
fossil:spinosaurus_egg:0, Spinosaurus Egg
fossil:spinosaurus_meat, Spinosaurus Meat
fossil:spinosaurus_cooked, Cooked Spinosaurus Meat
fossil:compsognathus_dna, Compsognathus DNA
fossil:compsognathus_egg:0, Compsognathus Egg
fossil:compsognathus_meat, Compsognathus Meat
fossil:compsognathus_cooked, Cooked Compsognathus Meat
fossil:ankylosaurus_dna, Ankylosaurus DNA
fossil:ankylosaurus_egg:0, Ankylosaurus Egg
fossil:ankylosaurus_meat, Ankylosaurus Meat
fossil:ankylosaurus_cooked, Cooked Ankylosaurus Meat
fossil:pachycephalosaurus_dna, Pachycephalosaurus DNA
fossil:pachycephalosaurus_egg:0, Pachycephalosaurus Egg
fossil:pachycephalosaurus_meat, Pachycephalosaurus Meat
fossil:pachycephalosaurus_cooked, Cooked Pachycephalosaurus Meat
fossil:deinonychus_dna, Deinonychus DNA
fossil:deinonychus_egg:0, Deinonychus Egg
fossil:deinonychus_meat, Deinonychus Meat
fossil:deinonychus_cooked, Cooked Deinonychus Meat
fossil:gallimimus_dna, Gallimimus DNA
fossil:gallimimus_egg:0, Gallimimus Egg
fossil:gallimimus_meat, Gallimimus Meat
fossil:gallimimus_cooked, Cooked Gallimimus Meat
fossil:liopleurodon_dna, Liopleurodon DNA
fossil:liopleurodon_egg:0, Liopleurodon Sac
fossil:liopleurodon_meat, Liopleurodon Meat
fossil:liopleurodon_cooked, Cooked Liopleurodon Meat
fossil:allosaurus_dna, Allosaurus DNA
fossil:allosaurus_egg:0, Allosaurus Egg
fossil:allosaurus_meat, Allosaurus Meat
fossil:allosaurus_cooked, Cooked Allosaurus Meat
fossil:sarcosuchus_dna, Sarcosuchus DNA
fossil:sarcosuchus_egg:0, Sarcosuchus Egg
fossil:sarcosuchus_meat, Sarcosuchus Meat
fossil:sarcosuchus_cooked, Cooked Sarcosuchus Meat
fossil:ceratosaurus_dna, Ceratosaurus DNA
fossil:ceratosaurus_egg:0, Ceratosaurus Egg
fossil:ceratosaurus_meat, Ceratosaurus Meat
fossil:ceratosaurus_cooked, Cooked Ceratosaurus Meat
fossil:dryosaurus_dna, Dryosaurus DNA
fossil:dryosaurus_egg:0, Dryosaurus Egg
fossil:dryosaurus_meat, Dryosaurus Meat
fossil:dryosaurus_cooked, Cooked Dryosaurus Meat
fossil:therizinosaurus_dna, Therizinosaurus DNA
fossil:therizinosaurus_egg:0, Therizinosaurus Egg
fossil:therizinosaurus_meat, Therizinosaurus Meat
fossil:therizinosaurus_cooked, Cooked Therizinosaurus
fossil:parasaurolophus_dna, Parasaurolophus DNA
fossil:parasaurolophus_egg:0, Parasaurolophus Egg
fossil:parasaurolophus_meat, Parasaurolophus Meat
fossil:parasaurolophus_cooked, Cooked Parasaurolophus Meat
fossil:citipati_dna, Citipati DNA
fossil:citipati_egg:0, Citipati Egg
fossil:citipati_meat, Citipati Meat
fossil:citipati_cooked, Cooked Citipati Meat
fossil:diplodocus_dna, Diplodocus DNA
fossil:diplodocus_egg:0, Diplodocus Egg
fossil:diplodocus_meat, Diplodocus Meat
fossil:diplodocus_cooked, Cooked Diplodocus Meat
fossil:ornitholestes_dna, Ornitholestes DNA
fossil:ornitholestes_egg:0, Ornitholestes Egg
fossil:ornitholestes_meat, Ornitholestes Meat
fossil:ornitholestes_cooked, Cooked Ornitholestes Meat
fossil:henodus_dna, Henodus DNA
fossil:henodus_egg:0, Henodus Sac
fossil:henodus_meat, Henodus Meat
fossil:henodus_cooked, Cooked Henodus Meat
fossil:icthyosaurus_dna, Ichthyosaurus DNA
fossil:icthyosaurus_egg:0, Ichthyosaurus Sac
fossil:icthyosaurus_meat, Ichthyosaurus Meat
fossil:icthyosaurus_cooked, Cooked Ichthyosaurus Meat
fossil:meganeura_dna, Meganeura DNA
fossil:meganeura_egg:0, Meganeura Eggs
fossil:meganeura_meat, Meganeura Meat
fossil:meganeura_cooked, Cooked Meganeura Meat
fossil:megalograptus_dna, Megalograptus DNA
fossil:megalograptus_egg:0, Megalograptus Eggs
fossil:megalograptus_meat, Megalograptus Meat
fossil:megalograptus_cooked, Cooked Megalograptus Meat
fossil:confuciusornis_dna, Confuciusornis DNA
fossil:confuciusornis_egg, Confuciusornis Egg
fossil:confuciusornis_egg_cultivated, Cultivated Confuciusornis Egg
fossil:confuciusornis_meat, Confuciusornis Meat
fossil:confuciusornis_cooked, Cooked Confuciusornis Meat
fossil:dodo_dna, Dodo DNA
fossil:dodo_egg, Dodo Egg
fossil:dodo_egg_cultivated, Cultivated Dodo Egg
fossil:dodo_meat, Dodo Meat
fossil:dodo_cooked, Cooked Dodo Meat
fossil:gastornis_dna, Gastornis DNA
fossil:gastornis_egg, Gastornis Egg
fossil:gastornis_egg_cultivated, Cultivated Gastornis Egg
fossil:gastornis_meat, Gastornis Meat
fossil:gastornis_cooked, Cooked Gastornis Meat
fossil:kelenken_dna, Kelenken DNA
fossil:kelenken_egg, Kelenken Egg
fossil:kelenken_egg_cultivated, Cultivated Kelenken Egg
fossil:kelenken_meat, Kelenken Meat
fossil:kelenken_cooked, Cooked Kelenken Meat
fossil:phorusrhacos_dna, Phorusrhacos DNA
fossil:phorusrhacos_egg, Phorusrhacos Egg
fossil:phorusrhacos_egg_cultivated, Cultivated Phorusrhacos Egg
fossil:phorusrhacos_meat, Phorusrhacos Meat
fossil:phorusrhacos_cooked, Cooked Phorusrhacos Meat
fossil:titanis_dna, Titanis DNA
